source,poi_code,name,poi_type,lat,long,address,city,state,country,pin_code,brand,,
OSM,POI_1003_8169318994,Top Shelf,shop.habit.alcohol,12.9680531,77.7500051,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3652343938,Bata,shop.fashion.shoes_bags,12.9686911,77.7494954,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6621696642,Mumuso,shop.supermarket.department,12.9820827,77.6099351,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6944239588,Manjushree Speciality Hospital,health.hospital.general,12.9825845,77.6124926,"22/70, St. John`S Road, (Opposite R B A N M S Ground)",Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_4489080619,Rakhra Sports,shop.sports.equipment,12.9828927,77.6099848,,Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_4489464209,Rakhra Sports Pvt Ltd,health.wellbeing.sports,12.9826216,77.6103632,,Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_4535329604,Texs Mart,shop.fashion,12.9823616,77.6097828,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4535334896,Vysya Choultry,facility.community.hall,12.9826539,77.6098418,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4535338190,TR Vysya Hostel and Choultry,travel.accommodation.hostel,12.982693,77.6098436,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4535338194,Woodys,food.restaurant,12.9824503,77.6102305,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4535339593,Gopalan Corner,shop.fashion,12.9823184,77.6099499,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4535339594,Shapes and Shades,shop.supermarket.department,12.9822919,77.6099944,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4844863356,Raikars,shop.fashion.jewelry,12.9817232,77.6096011,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4844863357,Bhagatram,shop.food.sweets_snacks,12.9818479,77.6095601,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4844865039,Woody's,shop.fashion.jewelry,12.9817701,77.6097531,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847287225,Vero moda,shop.fashion,12.9817589,77.6098823,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847294831,Woody's,food.restaurant.cafe,12.9818305,77.6096451,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847295222,Metro,shop.fashion.shoes_bags,12.981408,77.6102685,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847296025,Golden touch,shop.fashion,12.9817082,77.6100809,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847296026,Ramson,health.service.optical,12.9812017,77.6102018,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4847297821,Trendy,shop.fashion.shoes_bags,12.9812894,77.610261,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3937649557,Westside,shop.fashion,12.9824905,77.6106097,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3937649657,Khan Saheb Grills and Rolls,food.restaurant,12.9826791,77.61051,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3939412758,Wrangler,shop.fashion,12.9816001,77.6101732,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3939412759,Moksh Studio,shop.fashion.boutique,12.9819526,77.6103232,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3939454857,Moksh,shop.fashion.boutique,12.9817379,77.6104248,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_5715589841,Sri Dakshinamoorthy Temple,leisure.worship.temple,12.9828259,77.611741,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_5715590023,Temple,leisure.worship.temple,12.9830072,77.6105139,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1474297569,NA,service.finance.atm,12.9814476,77.6103605,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1474302940,Sri Krishna Diamond and Jewellery,shop.fashion.jewelry,12.9814894,77.6101459,,Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_1474308851,Lee Showroom,shop.fashion,12.9816462,77.6095934,,Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_1474308855,Cool Joint,food.restaurant,12.9825453,77.6104302,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1474308856,Corp Bank,service.finance.bank,12.9826498,77.6104195,,Bangalore,Karnataka,India,560042,,,
OSM,POI_1003_2496920263,Mysore Saree Udyog,shop.fashion,12.9814604,77.6104149,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3218746234,Corporation Bank,service.finance.bank,12.9818224,77.610245,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3218746549,Citibank,service.finance.atm,12.9818877,77.610465,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3218746897,Corporation Bank ATM,service.finance.atm,12.981859,77.6102799,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1821582118,Sreeraj lassi bar,food.restaurant.cafe,12.9828042,77.6105271,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6645712429,NA,auto.bicycle.rental,12.9464451,77.5298235,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6813417763,Mysore road metro,transport.metro_stop,12.9467183,77.5301588,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6813417764,NA,service.finance.atm,12.9465799,77.5299453,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6000091924,NA,service.finance.atm,12.9460972,77.5304519,,Bangalore,Karnataka,India,,State Bank of India,,
OSM,POI_1003_1363243783,Kalyani Motors,auto.car.dealership,12.944784,77.5290622,,Bangalore,Karnataka,India,,Maruti Suzuki,,
OSM,POI_1003_6621696647,NA,service.finance.atm,12.9433649,77.5266311,,Bangalore,Karnataka,India,,Axis Bank,,
OSM,POI_1003_4489756851,Bharath Gas Services,service.amenity.fuel,12.9432314,77.5264877,,Bangalore,Karnataka,India,560039,,,
OSM,POI_1003_5279332263,NA,facility.community.restroom,12.9446342,77.527299,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_7124635750,Gurushree Grand,food.restaurant.fast_food,12.9441073,77.5265184,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_7124635751,Sri Manikanta Medical,health.service.pharmacy,12.9434316,77.5260074,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6216470853,Sri Manikanta Polyclinic,health.clinic,12.9441674,77.5266203,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_699684262,Nayandahalli Junction Flyover,transport.lane.flyover,12.9453187,77.5280862,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1474854791,Kalyani Motors Private Limited,auto.car.dealership,12.9443703,77.5288119,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6621696655,CEAT Tyre Showroom,auto.car.parts,12.9369107,77.5180426,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6952164914,Nistula Gifts,shop.home.arts,12.9365435,77.5176752,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6952164915,Eastwind (Delicious Biryani),food.restaurant,12.9366068,77.5176248,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6952164916,Kajaria Eternity World,shop.home.hardware,12.9365611,77.5175464,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_5109209999,Canara Bank,service.finance.bank,12.9368059,77.517737,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_5168531369,Sri Ganesh Wood Industries,shop.home.furniture,12.9366902,77.5165059,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1463529628,The Club,food.restaurant,12.9368003,77.5169615,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1463547121,KC'S Club,food.nightlife.bar_pub,12.9368996,77.5172029,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6630713206,Omega Multispeciality Hospital,health.hospital.general,13.1001877,77.5813432,"Yelahanka New Town, Bengaluru",Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_7579683257,Sri Satya Sai Orthopaedic Clinic,health.clinic,13.0997418,77.5814832,"7th Main, Yelahanka, Bengaluru",Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_7220757450,Chef Baker's,shop.food.bakery,13.1006488,77.5822735,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1463617225,Yelahanka New Town,service.govt.police,13.1001155,77.5803286,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1463617663,Poorna Prajna Education Center,facility.education.school,13.0990532,77.5812916,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6630713207,NA,health.hospital.general,13.0957808,77.5792872,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6938637677,N.D.R. Hospital,health.hospital.general,13.0965172,77.5787745,"2118, 12Th Main RoadB Sector, 3Road Phase Yalahanka New Toen",Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_4489432866,Sangam International,auto.bicycle,13.0975341,77.5786434,,Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_7579683197,Gayathri Clinic,health.clinic,13.0959768,77.5786496,"Yelahanka New Town, Bengaluru",Bangalore,Karnataka,India,560106,,,
OSM,POI_1003_7579683204,Partha Dental Clinic,health.clinic.dentist,13.0971601,77.5783127,"New Town Bus Stand Road,Yelahanka New Town, Bengaluru",Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_1467987236,Anjaneya Temple,leisure.worship.temple,13.0973639,77.577433,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_9404279918,ಸವಿ ಐಸ್ ಕ್ರೀಮ್,shop.food.ice_cream,13.0960292,77.5787427,,Bangalore,Karnataka,India,560064,,,
OSM,POI_1003_6631456960,Indian Oil,transport.fuel,12.8761317,77.6715646,,Bangalore,Karnataka,India,,Indian Oil,,
OSM,POI_1003_6631475735,Klassik Landmark,building.private.residency,12.8953143,77.6772352,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3559071549,Amrita Vishwa Vidyapeetham,facility.education.university,12.8962203,77.6759762,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6631824071,Domlur Flyover,transport.lane.flyover,12.9569623,77.641363,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_7572526772,Golden Blossom Dental Care,health.clinic.dentist,12.957199,77.642917,"Amarjyoti Layout, Domlur, Bengaluru",Bangalore,Karnataka,India,560071,,,
OSM,POI_1003_6496934091,Yulu,auto.bicycle.rental,12.9570338,77.6412876,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1659137304,Apollo Pharmacy,health.service.pharmacy,12.9582464,77.6412466,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1659137306,White Collar,service.amenity.laundry,12.9581147,77.6411293,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3401269524,Cessna Lifeline Veterinary care clinic,service.pet.veterinarian,12.956519,77.6425504,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378217,Amarjyothi Layout,building.private.residency,12.9566279,77.6427434,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378218,Ambur Biriyani,food.restaurant,12.9582235,77.6415281,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378219,Chef Inn Regency,food.restaurant,12.95771,77.6416441,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378220,Fiat Showroom,auto.car.dealership,12.9567381,77.6416565,,Bangalore,Karnataka,India,,Fiat,,
OSM,POI_1003_3497378221,Kolkatta Kati Roll,food.restaurant.fast_food,12.9579315,77.6415049,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378222,Shabari Tea Stall,food.restaurant.cafe,12.9580508,77.641507,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3497378223,Tata Motors Showroom,auto.car.dealership,12.9574216,77.6416652,,Bangalore,Karnataka,India,,Tata Motors,,
OSM,POI_1003_1902205307,Xora Software Systems Pvt Ltd,service.technology.software_IT,12.9575682,77.6416592,,Bangalore,Karnataka,India,560071,,,
OSM,POI_1003_1902297692,HDFC Bank,service.finance.bank,12.9569217,77.6416898,,Bangalore,Karnataka,India,,HDFC,,
OSM,POI_1003_6631824072,HAL 2nd Stage,transport.lane.crossroads,12.9636717,77.6415114,,Bangalore,Karnataka,India,,,,
